Company Name,Company Name URL,Category Groups,Headquarters Location,Description,Crunchbase Rank,Founded Date,Status,Number of Articles,Categories,Number of Founders,Number of Employees,Last Funding Date,Last Funding Amount,Total Funding Amount,Number of Investors,Last Funding Type,Website,Number of Funding Rounds
Function of Beauty,https://www.crunchbase.com/organization/function-of-beauty,Consumer Goods,"Stamford, Connecticut, United States",Function of Beauty offers personalized hair care products tailored to its customers' specific hair profile and goals.,"3,908",01/01/2015,Operating,6,Beauty,3,,03/07/2017,"$9,500,000","$9,620,000",4,Series A,https://functionofbeauty.com/,2
CyberX,https://www.crunchbase.com/organization/cyberx,"Information Technology, Privacy and Security","Framingham, Massachusetts, United States",CyberX is an innovative startup that develops a unique cyber security technology for the rapidly growing world of industrial networks.,"3,918",01/01/2012,Operating,8,"Network Security, Security, Cyber Security, Industrial",2,11-50,08/01/2016,"$9,000,000","$11,020,000",11,Series A,http://www.cyberx-labs.com,3
BlueTalon,https://www.crunchbase.com/organization/bluetalon,"Information Technology, Data and Analytics, Privacy and Security","Redwood City, California, United States","BlueTalon provides leading data-centric security along with visibility and control at the data layer across Hadoop, Spark, SQL and Big Data","3,923",07/01/2013,Operating,22,"Cyber Security, Information Technology, Big Data",1,11-50,08/25/2016,"$16,000,000","$27,399,994",12,Series A,http://bluetalon.com,4
Whatfix,https://www.crunchbase.com/organization/whatfix-2,"Apps, Media and Entertainment, Software, Education","Sunnyvale, California, United States","Whatfix is a SaaS based Performance Support platform, that helps enterprises and businesses simplify their onboarding, training and support.","3,927",04/15/2013,Operating,11,"Guides, Customer Service, Enterprise Applications, Training",2,11-50,04/04/2017,"$3,600,000","$4,840,000",10,Series A,https://whatfix.com,5
Alluxio,https://www.crunchbase.com/organization/alluxio,Software,"Berkeley, California, United States",Delivering the next generation storage.,"3,932",01/01/2015,Operating,5,"Open Source, Software",1,11-50,03/17/2015,"$7,500,000","$7,500,000",2,Series A,http://www.alluxio.com/,1
Suiteness,https://www.crunchbase.com/organization/suiteness,"Travel and Tourism, Media and Entertainment, Events, Community and Lifestyle","Oakland, California, United States",Suiteness is a travel company dedicated exclusively to booking hotel suites.,"3,935",01/01/2014,Operating,14,"Reservations, Travel, Hotel, Leisure",4,11-50,12/14/2016,"$5,000,000","$6,120,000",11,Series A,http://www.suiteness.com,3
"Troops, Inc.",https://www.crunchbase.com/organization/troops-inc,"Science and Engineering, Information Technology, Data and Analytics, Software, Internet Services, Messaging and Telecommunications","New York, New York, United States","Troops, Inc. develops a mobile application to make work easier.","3,949",04/17/2015,Operating,6,"Messaging, Software, Artificial Intelligence",3,1-10,09/12/2016,"$7,000,000","$9,600,000",31,Series A,http://www.troops.ai,2
MileIQ,https://www.crunchbase.com/organization/mileiq,"Apps, Software, Financial Services, Mobile","San Francisco, California, United States",MileIQ - Smart mileage tracking.,"3,973",10/11/2012,Operating,14,"Mobile Apps, Financial Services, Small and Medium Businesses, Mobile",2,11-50,01/29/2015,"$12,113,623","$15,113,623",7,Series A,http://www.mileiq.com/,2
Docent Health,https://www.crunchbase.com/organization/docent-health,Health Care,"Boston, Massachusetts, United States",Helping health systems build and grow lasting patient relationships,"3,979",01/01/2015,Operating,24,Health Care,2,11-50,07/13/2016,"$15,000,000","$17,100,000",6,Series A,http://www.Docenthealth.com,2
e-Nicotine Technologies,https://www.crunchbase.com/organization/e-nicotine-technologies,Health Care,"Draper, Utah, United States",e-Nicotine Technologies is a healthcare company that manufactures nicotine aerosols.,"3,980",01/01/2013,Operating,43,Health Care,2,1-10,10/22/2014,,"$3,800,000",1,Series A,http://enicotinetechnology.com,2
LaunchDarkly,https://www.crunchbase.com/organization/launchdarkly,"Data and Analytics, Software","Oakland, California, United States","LaunchDarkly is a Feature Management Platform that serves over 10 billion feature flags daily to help teams build better software, faster.","3,985",07/14/2014,Operating,9,"Test and Measurement, SaaS, Developer Tools, Software",2,11-50,12/20/2016,"$8,700,000","$11,300,000",6,Series A,http://launchdarkly.com,2
Hungryroot,https://www.crunchbase.com/organization/reimagined,"Food and Beverage, Internet Services","Manhattan, New York, United States",Healthy comfort foods.,"3,990",01/01/2015,Operating,11,"Internet, Food and Beverage",2,11-50,01/26/2017,"$7,700,000","$13,400,000",12,Series A,http://www.hungryroot.com,3
DroneBase,https://www.crunchbase.com/organization/dronebase,"Hardware, Navigation and Mapping, Consumer Electronics, Real Estate, Consumer Goods","Santa Monica, California, United States","Nationwide Drone Services for aerial imagery, video, and data. Funded by leading investors and DJI.","3,991",01/01/2014,Operating,8,"Construction, Drones, Mapping Services",2,11-50,06/13/2016,"$6,837,370","$6,957,370",10,Series A,http://dronebase.com,3
FloQast,https://www.crunchbase.com/organization/floqast,"Software, Professional Services, Financial Services","Los Angeles, California, United States","That fastest, most accurate way to close the books.","3,993",01/01/2013,Operating,14,"SaaS, Accounting, B2B, Enterprise Software",2,11-50,03/16/2016,"$6,500,000","$7,850,000",7,Series A,http://www.floqast.com,3
TrueFacet,https://www.crunchbase.com/organization/truefacet,"Commerce and Shopping, Consumer Goods","New York, New York, United States",The Certified Pre-Owned Jewelry Marketplace,"3,998",12/01/2013,Operating,12,"E-Commerce, Jewelry",2,11-50,09/20/2016,"$6,000,000","$14,710,000",15,Series A,http://www.TrueFacet.com,5
Beeswax,https://www.crunchbase.com/organization/beeswax,"Sales and Marketing, Advertising","New York, New York, United States",Beeswax is an advertising technology platform headquartered in New York City.,"4,001",09/01/2014,Operating,3,Advertising,3,1-10,09/09/2016,"$11,000,000","$11,000,000",5,Series A,http://www.beeswax.com,2
Panorama Education,https://www.crunchbase.com/organization/panorama-education,"Data and Analytics, Education","Boston, Massachusetts, United States",Panorama Education is bringing the power of data to education through a SaaS platform used by hundreds of school districts across the US.,"4,011",01/01/2012,Operating,43,"Education, Big Data, Analytics",3,11-50,08/04/2015,"$12,000,000","$16,000,000",30,Series A,http://panoramaed.com,4
Immuta,https://www.crunchbase.com/organization/immuta,"Data and Analytics, Privacy and Security","College Park, Maryland, United States",Immuta is a unified data platform for the world’s most secure organizations.,"4,012",10/25/2014,Operating,5,"Privacy, Big Data, Analytics",4,11-50,02/16/2017,"$8,000,000","$9,500,000",6,Series A,http://www.immuta.com,2
Chubbies Shorts,https://www.crunchbase.com/organization/chubbies-shorts,"Commerce and Shopping, Design","San Francisco, California, United States",Chubbies Shorts is an e-commerce company offering radical shorts for men.,"4,039",01/01/2011,Operating,4,"E-Commerce, Fashion, Men's",2,1-10,02/03/2016,"$9,000,000","$13,000,000",11,Series A,http://www.chubbiesshorts.com,3
Bugsnag,https://www.crunchbase.com/organization/bugsnag,Software,"San Francisco, California, United States",Bugsnag provides an automated crash detection platform for web and mobile applications.,"4,052",09/01/2012,Operating,16,"Software, B2B, SaaS",2,11-50,07/07/2015,"$7,200,000","$8,600,000",5,Series A,http://bugsnag.com,2
Blueshift,https://www.crunchbase.com/organization/blueshift-labs,"Science and Engineering, Data and Analytics, Software, Sales and Marketing","San Francisco, California, United States",Blueshift enables B2C marketers to automate Segment-of -One marketing on every channel,"4,062",01/01/2014,Operating,1,"Big Data, Artificial Intelligence, Digital Marketing, SaaS",3,11-50,01/05/2016,"$8,000,000","$10,579,996",9,Series A,http://www.getblueshift.com/,2
Fasten,https://www.crunchbase.com/organization/fasten,"Transportation, Internet Services","Boston, Massachusetts, United States",Ridesharing done right. People first. Rides in seconds.,"4,063",01/01/2014,Operating,14,"Ride Sharing, Transportation, Internet",4,11-50,11/09/2016,"$10,000,000","$19,150,000",2,Series A,http://fasten.com/,2
Riversand,https://www.crunchbase.com/organization/riversand,"Information Technology, Internet Services","Houston, Texas, United States",Riversand is an innovative leader in Multi-domain MDM and PIM solutions.,"4,069",01/01/2001,Operating,,"Management Information Systems, Cloud Data Services, Information Technology",2,51-100,06/05/2017,"$35,000,000","$35,000,000",2,Series A,http://www.riversand.com/,1
NantOmics,https://www.crunchbase.com/organization/nantomics,"Biotechnology, Science and Engineering, Information Technology, Health Care, Internet Services","Culver City, California, United States","NantOmics, LLC develops cloud-based molecular profiling tools that help guide cancer patients.","4,076",01/01/2012,Operating,5,"Biotechnology, Genetics, Cloud Data Services",1,,06/01/2015,"$250,800,000","$250,800,000",1,Series A,http://www.nantomics.com,1
Yogome,https://www.crunchbase.com/organization/yogome,"Gaming, Sustainability, Software","San Francisco, California, United States",Yogome teaches children about recycling and taking care of the environment in a fun way.,"4,077",01/01/2012,Operating,5,"Developer Tools, Recycling, Gaming",2,1-10,05/31/2017,"$6,600,000","$9,630,000",7,Series A,http://yogome.com/,3
Welkin Health,https://www.crunchbase.com/organization/welkin-health,Health Care,"San Francisco, California, United States","A platform for healthcare companies to build custom, successful digital therapeutics.","4,082",07/01/2013,Operating,26,Health Care,1,11-50,03/02/2017,,"$3,500,000",9,Series A,https://www.welkinhealth.com/,4
LIFX,https://www.crunchbase.com/organization/lifx,"Hardware, Consumer Electronics, Internet Services","Redwood City, California, United States","LIFX is the creator of Wi Fi-enable, multi-colored LED lights controllable via a smart device.","4,097",08/07/2012,Operating,191,"Electronics, Internet of Things, Lighting",11,11-50,06/23/2014,"$15,000,000","$16,320,000",8,Series A,http://lifx.com,3
CoachUp,https://www.crunchbase.com/organization/coachup,"Sports, Education","Boston, Massachusetts, United States",CoachUp is the nation's leader in sports coaching. We connect athletes with private coaches for in-person training sessions.,"4,105",05/15/2011,Operating,118,"Training, Fitness, Sports",3,11-50,11/21/2013,"$6,700,000","$9,400,000",25,Series A,http://www.coachup.com,2
Notarize,https://www.crunchbase.com/organization/notarize,"Apps, Software, Professional Services, Mobile","Boston, Massachusetts, United States",The first on-demand remote electronic notary service allowing anyone nationwide to legally notarize a document from their iPhone 24x7.,"4,107",05/01/2015,Operating,2,"Mobile, Apps, Legal",1,11-50,06/10/2016,"$8,000,000","$10,400,000",5,Series A,http://www.notarize.com/,2
Petnet,https://www.crunchbase.com/organization/petnet,"Science and Engineering, Hardware, Community and Lifestyle, Software","Los Angeles, California, United States",Petnet is a connected pet device company that offers a pet analytics platform to find solutions for fundamental problems of petcare.,"4,129",12/12/2012,Operating,59,"Pet, Hardware, Robotics, Software",4,11-50,08/29/2016,"$10,000,000","$11,125,000",14,Series A,http://www.petnet.io,4
"SyncHR, Inc.",https://www.crunchbase.com/organization/synchr,"Software, Internet Services","Denver, Colorado, United States","SyncHR - the HCM cloud-based technology leader streamlining core HR, benefits, payroll & reporting in a single, enterprise-class application","4,130",01/01/2010,Operating,11,"Cloud Computing, Human Resources, Enterprise Software, SaaS, Software",2,101-250,03/20/2017,"$16,000,000","$34,000,000",6,Series A,http://www.synchr.com,2
InnovAccer,https://www.crunchbase.com/organization/innovaccer,"Data and Analytics, Software, Health Care","Berkeley, California, United States",Healthcare's Big Data Platform,"4,133",07/01/2014,Operating,5,"Machine Learning, Health Care, Big Data, Analytics",4,11-50,07/13/2016,"$15,600,000","$18,100,000",10,Series A,http://www.innovaccer.com,2
Plays.tv,https://www.crunchbase.com/organization/plays-tv,Software,"Redwood City, California, United States",A video-sharing gamer community.,"4,140",01/01/2017,Operating,,Software,2,11-50,02/16/2017,"$15,000,000","$15,000,000",8,Series A,http://plays.tv/,1
UrbanStems,https://www.crunchbase.com/organization/urbanstems,"Commerce and Shopping, Consumer Goods, Financial Services","Washington, District of Columbia, United States","Hello, happiness! Stunning bouquets delivered on demand in NYC & DC, starting at just $35 with free delivery. Tag #sendhappy to share.","4,142",02/01/2014,Operating,15,"Gift Card, Local, E-Commerce, Flowers",5,11-50,04/26/2016,"$6,800,000","$9,200,000",11,Series A,https://urbanstems.com,4
PlushCare,https://www.crunchbase.com/organization/plushcare,"Information Technology, Health Care","San Francisco, California, United States","Get diagnosed, treated, and prescribed medication by top U.S. doctors via phone now.","4,143",01/01/2014,Operating,5,"Information Technology, Health Care",3,11-50,11/03/2016,"$8,000,000","$8,000,000",5,Series A,http://www.plushcare.com,1
OPĀQ Networks,https://www.crunchbase.com/organization/opaq-networks,"Information Technology, Privacy and Security","Herndon, Virginia, United States",OPĀQ Networks breaks the traditional security mold with its cloud-based service,"4,144",01/01/2017,Operating,1,Network Security,,11-50,01/17/2017,"$21,000,000","$21,000,000",6,Series A,http://opaqnetworks.com/,1
Knotch,https://www.crunchbase.com/organization/knotch,"Media and Entertainment, Data and Analytics, Software, Sales and Marketing, Advertising","New City, New York, United States",Knotch provides real-time intelligence on branded content.,"4,148",01/01/2013,Operating,25,"Brand Marketing, Advertising, Analytics, Software, Content, Digital Media",2,11-50,09/27/2016,"$10,000,000","$13,900,000",10,Series A,https://www.knotch.it/,5
PredictSpring,https://www.crunchbase.com/organization/predictspring,"Commerce and Shopping, Mobile","Los Altos, California, United States",PredictSpring provides a seamless omni-channel experience that brings the best of mobile technology to consumer and store associate apps.,"4,152",03/01/2013,Operating,6,"SaaS, E-Commerce, Mobile",1,11-50,06/28/2016,"$11,400,000","$13,250,000",8,Series A,http://www.predictspring.com,3
SlashNext,https://www.crunchbase.com/organization/slashnext,"Information Technology, Software, Privacy and Security","Pleasanton, California, United States",SlashNext Active Cyber Defense System is cyber security solution developed based on the idea that the best defense is a strong offense.,"4,156",,Operating,2,"Cyber Security, Software, Security",1,,04/04/2017,"$9,000,000","$9,000,000",2,Series A,https://www.slashnext.com/,1
CleverTap,https://www.crunchbase.com/organization/wizrocket-technologies,"Data and Analytics, Mobile","Sunnyvale, California, United States","CleverTap is a user engagement and analytics platform that is real-time, omni-channel, and works blazingly fast no matter what scale.","4,181",05/24/2013,Operating,9,"Mobile, Analytics, SaaS",3,11-50,08/03/2015,"$8,000,000","$9,600,000",2,Series A,https://clevertap.com/,2
Pymetrics,https://www.crunchbase.com/organization/pymetrics,"Biotechnology, Science and Engineering, Professional Services","New York, New York, United States",pymetrics is the next generation job marketplace.,"4,186",09/01/2013,Operating,11,"Neuroscience, Recruiting",2,11-50,08/17/2016,"$6,130,000","$8,630,000",11,Series A,http://pymetrics.com,3
Figma,https://www.crunchbase.com/organization/figma,"Information Technology, Internet Services","San Francisco, California, United States",The Collaborative Interface Design Tool,"4,187",10/01/2012,Operating,10,"Information Technology, Innovation Management, Internet",2,11-50,12/03/2015,"$14,000,000","$17,874,996",8,Series A,http://figma.com,2
tCell.io,https://www.crunchbase.com/organization/tcell-io,"Hardware, Information Technology, Consumer Electronics, Privacy and Security","San Francisco, California, United States","Stop attacks, find problems, prevent misuse. Any app, any cloud, anywhere. 5 minutes to deploy, low noise, actionable information.","4,190",01/01/2014,Operating,,"Cyber Security, Computer, Network Security",2,11-50,10/12/2016,"$9,400,000","$9,400,000",7,Series A,https://www.tcell.io/,1
Nomad Health,https://www.crunchbase.com/organization/nomad-health,"Commerce and Shopping, Health Care","New York, New York, United States",Nomad is the first full-service marketplace for healthcare jobs.,"4,196",01/01/2015,Operating,,"Health Care, Hospital, Marketplace",3,1-10,07/26/2016,"$4,000,000","$4,000,000",4,Series A,https://nomadhealth.com/,2
iboss,https://www.crunchbase.com/organization/iboss,"Information Technology, Software, Internet Services, Privacy and Security","San Diego, California, United States",iboss delivers cloud-based web security solutions to connect enterprises and their mobile workforces.,"4,204",06/04/2004,Operating,3,"Security, Software, Cyber Security, Cloud Computing, Network Security",2,101-250,11/03/2015,"$35,000,000","$70,000,000",1,Series A,https://www.iboss.com,2
Fictiv,https://www.crunchbase.com/organization/fictiv,"Manufacturing, Science and Engineering, Hardware","San Francisco, California, United States",Fictiv’s manufacturing platform is the most efficient way to fabricate parts.,"4,207",01/01/2013,Operating,2,"Hardware, Manufacturing, Mechanical Engineering, 3D Printing",3,11-50,08/01/2015,"$10,000,000","$10,000,000",2,Series A,https://www.fictiv.com,1
"Boxbee, Inc.",https://www.crunchbase.com/organization/boxbee,"Real Estate, Transportation","New York, New York, United States",Our Software Powers Full-Service Storage.,"4,210",10/01/2013,Operating,18,"Self-Storage, Logistics, Service Industry",1,1-10,12/16/2014,"$5,000,000","$7,300,000",16,Series A,http://boxbee.com,3
B12,https://www.crunchbase.com/organization/b12io,,"New York, New York, United States",B12’s Human-assisted A.I. approach combined machines and expert designers to build and manage beautiful and professional websites.,"4,211",01/01/2015,Operating,5,Small and Medium Businesses,2,,07/25/2016,"$12,400,000","$12,400,000",21,Series A,https://b12.io,1
Verodin,https://www.crunchbase.com/organization/verodin,"Information Technology, Software, Professional Services, Privacy and Security","Reston, Virginia, United States","Verodin safely instruments security on the network, dynamically assessing the cumulative effectiveness of your entire security portfolio.","4,216",01/01/2014,Operating,1,"Software, Penetration Testing, Cyber Security, Compliance, Security, Network Security, Intrusion Detection",2,51-100,06/28/2016,"$10,000,000","$12,080,995",4,Series A,https://verodin.com,2
YouEarnedIt,https://www.crunchbase.com/organization/youearnedit,Software,"Austin, Texas, United States","YouEarnedIt fosters happiness at work through a simple, flexible, and fun employee recognition software.","4,218",01/01/2012,Operating,37,"SaaS, Human Resources, Software",2,,01/31/2017,"$6,500,000","$8,000,000",7,Series A,http://www.YouEarnedIt.com,3
Brickwork,https://www.crunchbase.com/organization/brickwork,"Commerce and Shopping, Internet Services","New York, New York, United States",Brickwork is a SaaS platform powering the pre-visit experience for retailers.,"4,219",11/01/2013,Operating,,"SaaS, Internet, Retail",1,11-50,10/26/2016,"$5,000,000","$5,000,000",8,Series A,http://www.brickworksoftware.com,3
Zenlayer,https://www.crunchbase.com/organization/zenlayer,"Hardware, Information Technology, Internet Services","Diamond Bar, California, United States",Zenlayer enables enterprises to instantly build the global networking infrastructure they need to connect to users worldwide,"4,222",01/01/2014,Operating,11,"ISP, Information Technology, Optical Communication",1,51-100,05/31/2017,"$10,000,000","$10,000,000",2,Series A,https://www.zenlayer.com,1
Peach,https://www.crunchbase.com/organization/peach-labs,"Food and Beverage, Administrative Services","Seattle, Washington, United States","Local restaurants deliver lunch to your office via SMS text. Meals are always under $12 with delivery, tax, and tip included.","4,226",06/20/2014,Operating,4,"Restaurants, Food and Beverage, Delivery",3,11-50,08/18/2015,"$8,000,000","$10,700,000",2,Series A,https://www.peachd.com/,2
Qzzr,https://www.crunchbase.com/organization/qzzr,"Data and Analytics, Software, Sales and Marketing, Design, Advertising","Lehi, Utah, United States","Qzzr helps top brands create intelligent interactive content. Last year, over 358 million people used our tools.","4,227",01/01/2013,Operating,3,"Market Research, Brand Marketing, Lead Generation, Advertising, Predictive Analytics, Social Media Marketing",2,11-50,09/16/2015,"$5,500,000","$8,130,000",12,Series A,https://www.qzzr.com/,2
ONL Therapeutics,https://www.crunchbase.com/organization/onl-therapeutics,"Biotechnology, Science and Engineering, Health Care","Ann Arbor, Michigan, United States",ONL Therapeutics is a biopharmaceutical company dedicated to protecting vision through the protection of photoreceptors.,"4,232",01/01/2011,Operating,3,"Biotechnology, Pharmaceutical, Therapeutics",1,11-50,05/17/2017,"$4,250,000","$8,037,971",7,Series A,http://www.onltherapeutics.com/,5
PerimeterX,https://www.crunchbase.com/organization/perimeterx-inc-,"Hardware, Information Technology, Consumer Electronics, Privacy and Security","San Mateo, California, United States",Behavioral-based Web Protection from Automated Attacks,"4,235",11/01/2014,Operating,5,"Network Security, Computer, Security",3,11-50,09/30/2015,"$9,000,000","$11,500,000",4,Series A,https://www.perimeterx.com,2
Happiest Baby,https://www.crunchbase.com/organization/happiest-baby,"Biotechnology, Science and Engineering, Health Care, Internet Services","Santa Monica, California, United States","We create smart technology to help parents succeed at their most important job, raising healthy, happy children","4,236",01/01/2001,Operating,14,"Health Care, Life Science, Internet of Things, Children",2,11-50,09/30/2015,"$10,000,000","$10,000,000",5,Series A,https://happiestbaby.com,1
Spot.IM,https://www.crunchbase.com/organization/spotim,"Media and Entertainment, Information Technology, Internet Services, Messaging and Telecommunications, Mobile","New York, New York, United States",Spot.IM is a conversation network where people can share ideas and have discussions on various topics.,"4,242",03/04/2012,Operating,17,"Internet, Messaging, Mobile, Web Hosting, Social Media",2,11-50,08/03/2016,"$13,000,000","$13,000,000",7,Series A,http://www.spot.im,1
Pluto VR,https://www.crunchbase.com/organization/pluto-vr,"Gaming, Hardware, Media and Entertainment, Information Technology, Software, Internet Services, Messaging and Telecommunications","Seattle, Washington, United States",Pluto VR offers shared presence communication through virtual and augmented reality technology.,"4,253",01/01/2015,Operating,4,"Online Games, Internet, Video Conferencing, Social Media, Augmented Reality, Virtual Reality",4,11-50,04/13/2017,"$13,900,000","$13,900,000",3,Series A,http://www.plutovr.com/,1
Lessonly,https://www.crunchbase.com/organization/lesson-ly,"Software, Education","Indianapolis, Indiana, United States",Lessonly is team learning software used by over 350 teams to translate important work knowledge into Lessons that accelerate productivity.,"4,254",01/01/2012,Operating,14,"Corporate Training, Enterprise Software",4,51-100,03/29/2016,"$5,000,000","$6,100,000",5,Series A,http://www.lessonly.com,2
MX Technologies,https://www.crunchbase.com/organization/moneydesktop,"Financial Services, Lending and Investments","Lehi, Utah, United States",MX enables banks and credit unions to achieve record-breaking growth by winning their competitor's most profitable account holders.,"4,265",03/01/2010,Operating,6,"Finance, FinTech, Financial Services, Banking",1,101-250,04/29/2015,"$30,000,000","$50,000,000",15,Series A,http://www.mx.com,2
Body Labs,https://www.crunchbase.com/organization/body-labs,"Science and Engineering, Hardware, Data and Analytics, Software","New York, New York, United States",Body Labs provides human-aware AI that understands the way we move and how we’re shaped to make our world more personal.,"4,268",03/01/2013,Operating,12,"Developer APIs, Computer Vision, 3D Technology, Artificial Intelligence, Machine Learning",4,11-50,11/03/2015,"$11,000,000","$13,200,000",12,Series A,https://www.bodylabs.com,2
Rachio,https://www.crunchbase.com/organization/rachio,"Natural Resources, Hardware, Consumer Electronics, Real Estate","Denver, Colorado, United States",Rachio is a technology company offering a smart irrigation controller with cloud-based software and web-based dashboards.,"4,273",10/31/2012,Operating,36,"Home Automation, Consumer Electronics, Water",3,11-50,11/25/2015,"$7,100,000","$10,500,000",25,Series A,http://rachio.com/,7
Jumpshot,https://www.crunchbase.com/organization/jumpshot,"Data and Analytics, Sales and Marketing, Internet Services, Design, Advertising","San Francisco, California, United States","Jumpshot is a next-generation marketing analytics platform, helping any organization make the right decision at precisely the right time.","4,274",01/21/2014,Operating,47,"Market Research, Advertising, Business Intelligence, Internet, Big Data, Analytics",1,51-100,05/27/2015,"$22,000,000","$22,000,000",1,Series A,https://www.jumpshot.com,1
Joyable,https://www.crunchbase.com/organization/joyable,"Commerce and Shopping, Health Care","San Francisco, California, United States",Joyable is the leading online solution for overcoming social anxiety.,"4,280",01/01/2014,Operating,7,"Health Care, Wellness, Medical, E-Commerce",2,11-50,11/18/2015,"$8,000,000","$10,100,000",3,Series A,https://joyable.com/,2
Green Chef,https://www.crunchbase.com/organization/green-chef,"Food and Beverage, Health Care","Denver, Colorado, United States","Fresh organic ingredients. Healthy, flavorful meals. Right at your doorstep.","4,285",09/19/2014,Operating,3,"Food Processing, Health Care, Organic Food",3,251-500,04/14/2015,"$15,500,000","$15,500,000",4,Series A,http://greenchef.com,2
Inked Brands,https://www.crunchbase.com/organization/inked-brands,,"Bowling Green, Kentucky, United States",Inked enables ecommerce by empowering influencers to leverage their social media followers to create a lasting revenue stream,"4,288",01/01/2009,Operating,,,,101-250,05/03/2017,"$4,000,000","$4,000,000",2,Series A,https://www.inkedbrands.com/,1
Wyzant,https://www.crunchbase.com/organization/wyzant-com,"Software, Education","Chicago, Illinois, United States",Wyzant is an online marketplace that helps students connect with qualified in-person and online tutors in over 250 different subjects.,"4,291",09/21/2005,Operating,5,"E-Learning, Tutoring, Education",2,101-250,12/17/2013,"$21,500,000","$21,500,000",3,Series A,http://www.wyzant.com,1
Tempo Automation,https://www.crunchbase.com/organization/tempo-automation,"Manufacturing, Science and Engineering, Hardware, Software","San Francisco, California, United States",Tempo Automation provides the fastest and most seamless development tools for electrical engineers.,"4,300",07/01/2013,Operating,3,"Robotics, Hardware, Manufacturing",4,11-50,06/29/2016,"$8,000,000","$9,600,000",11,Series A,http://tempoautomation.com,2
"IrisVR, Inc.",https://www.crunchbase.com/organization/irisvr-inc,"Hardware, Real Estate, Software","New York, New York, United States","IrisVR allows users to create, edit, share, and visualize 3D models in virtual reality.","4,315",03/20/2014,Operating,,"Construction, Virtual Reality, 3D Technology, Architecture",2,11-50,10/25/2016,"$8,000,000","$9,725,000",17,Series A,http://www.irisvr.com,3
Accion Systems,https://www.crunchbase.com/organization/accion-systems,"Manufacturing, Science and Engineering, Design","Boston, Massachusetts, United States",Accion Systems is a provider of propulsion systems for satellites based on proprietary technology developed at MIT.,"4,318",01/01/2014,Operating,16,"Product Design, Aerospace, Manufacturing",2,1-10,05/12/2016,"$7,500,000","$12,500,000",13,Series A,http://www.accion-systems.com,3
Patch of Land,https://www.crunchbase.com/organization/patch-of-land,"Real Estate, Internet Services, Financial Services","Los Angeles, California, United States",PofLand is a crowdfunding solution for real estate financing that brings together borrowers and lenders through a simple online interface,"4,324",02/02/2013,Operating,33,"Lending, Finance, Crowdfunding, Internet, FinTech, Real Estate",3,11-50,04/08/2015,"$23,600,000","$24,925,000",8,Series A,http://patchofland.com,3
NowSecure,https://www.crunchbase.com/organization/nowsecure,"Apps, Information Technology, Software, Privacy and Security, Mobile","Oak Park, Illinois, United States","NowSecure is a mobile security platform for mobile devices, mobile applications and end users.","4,338",01/01/2009,Operating,68,"Network Security, Mobile, Security, Software, Apps",2,51-100,12/02/2014,"$12,500,000","$12,500,000",6,Series A,http://www.nowsecure.com,2
Luka,https://www.crunchbase.com/organization/io,"Travel and Tourism, Food and Beverage, Community and Lifestyle","San Francisco, California, United States","Luka is a software development company based in San Francisco, California","4,345",12/01/2014,Operating,23,"Restaurants, Lifestyle, Travel",2,11-50,04/08/2016,"$4,420,000","$4,540,000",7,Series A,https://luka.ai/,2
NewsWhip,https://www.crunchbase.com/organization/newswhip,"Media and Entertainment, Data and Analytics, Sales and Marketing, Internet Services, Content and Publishing","New York, New York, United States","NewsWhip tracks and predicts the stories, events and people getting engagement on social networks.","4,357",05/01/2011,Operating,95,"News, SEO, Big Data, Social Media Management, Analytics, SaaS, Social Media",2,11-50,02/14/2017,"$6,400,000","$9,100,000",25,Series A,http://www.newswhip.com,5
Vidme,https://www.crunchbase.com/organization/bit-kitchen,"Media and Entertainment, Video","Los Angeles, California, United States",Vidme is a startup video lab that makes videos for online viewing.,"4,370",01/01/2014,Operating,3,Video,2,11-50,12/14/2016,"$6,000,000","$9,200,000",9,Series A,https://vid.me/,2
eGenesis,https://www.crunchbase.com/organization/egenesis,"Biotechnology, Science and Engineering, Health Care","Somerville, Massachusetts, United States",eGenesis is a life sciences company that aims to advance xenotransplantation procedures for the medical industry.,"4,374",01/01/2014,Operating,1,"Biotechnology, Genetics",2,1-10,03/16/2017,"$38,000,000","$40,000,000",11,Series A,http://www.egenesisbio.com/,2
Leesa,https://www.crunchbase.com/organization/leesa,"Commerce and Shopping, Community and Lifestyle, Transportation","Virginia Beach, Virginia, United States",Leesa is a beautifully designed luxury mattress ordered exclusively online & delivered to your door.,"4,376",01/01/2014,Operating,14,"Lifestyle, Delivery Service, E-Commerce",2,11-50,07/02/2015,"$9,000,000","$9,000,000",1,Series A,http://www.leesa.com/,1
HealthSherpa,https://www.crunchbase.com/organization/healthsherpa,"Biotechnology, Science and Engineering, Health Care, Financial Services","San Francisco, California, United States",HealthSherpa enables customers to sign up for health insurance and federal marketplace plans.,"4,384",11/01/2013,Operating,11,"Health Insurance, Health Care, Biotechnology",4,11-50,02/01/2017,"$7,000,000","$10,000,000",11,Series A,https://www.healthsherpa.com/,3
Pond5,https://www.crunchbase.com/organization/pond5,"Media and Entertainment, Music and Audio, Video, Content and Publishing","New York, New York, United States","Pond5 is a marketplace to buy and sell royalty free videos, music, sound effects and images","4,393",01/01/2006,Operating,65,"Video, Music, Photography",2,101-250,07/16/2014,"$61,000,000","$61,500,000",7,Series A,https://www.pond5.com,2
